P,"이근 대위 응원합니다. 본인이 위법한 일은 책임도 지겠다고 나갔는데 현행법 위법 운운하며 까는 사람들은... 도대체 뭐지... UN군 지원으로 공산화가 안된 우리나라에서 이치에 안맞는 일이라 생각됨. 정부 공식 파병도 아니고 민간 의용군인데... 그걸 까고 대깨문, 찢재명 지지자들은 중국, 북한, 러시아 눈치 보느라 정신없나? 중국, 러시아가 부정선거 도와줘야 해서 그런가?"
N,여권법 제17조와 제26조에 따르면 방문 및 체류가 금지된 것을 알면서도 허가를 받지 않고 해당 지역을 방문하거나 체류한 사람은 1년 이하의 징역 또는 1000만원 이하의 벌금에 처한다.이는 국민의 안전을 확보하기 위한 정부의 의무이자 권한에 따른 조치다.
N,근데 잡혀서 살려달라고 울 나라 세금 쓰면안됨~~!! 잡히게되면 자폭추천~!!
N,아니 대단한거 알겠는데 오른손이 한 일을 왼손이 모르게 좀 할 수 없나?ㅋㅋㅋㅋㅋ 그놈의 sns ㅋㅋㅋ
P,"ᆢ1950 6.25 전쟁시 ᆢ..통스권 ᆢ이승만 도망가고유ㅠ중ㆍ북한공산당에 다 점령당하고 ㆍ ㅠㅠ 부산 까지 남은 상황 ㅠㅠ 다 ㅠㅢㅗㅡㅡㅡ 부산 바다에 다 수장 몰쌀되는상황 😭😭ᆢ그시절 미국& 유엔참전국 이 없었다면 ㅠㅠ 한국 이란나라 국호 도 없었다 🤦‍♂️🤦‍♂️🤦‍♂️ᆢ명심해라 ᆢ참전 지원' 미국 등 16개국, '의료 지원' 스웨덴 등 6개국에서 6월 25일 오후 8시 20분 국가보훈처 주최로 경기도 성남 서울공항 격납고에서 개최된 6·25전쟁 제70주년 행사에 유엔참전 22개국 👏👏👏👏😂"
P,"방안에서 편안하게 아가리만 터는 가세연 개용호랑은 차원이 다르네 ... 빚 관련 사생활 문제는 좀 찌질했지만, 진짜 상남자는 확실하다. 멋있고 존경스러움."
N,1. 민간인 사진 걸어놓고 총쏘고 칼로 찌르는 유튜브 방송함. 2. 해군에 갚아야 할 돈 다 갚았냐. 3. 성추행범 확정. 4. 세월호 쌩쑈 —— 짐작컨대 제3자 사진 걸고 총격 난도질이 고발당하자 미국 한국서 잡혀갈까봐 우크라이나로 도망가서 쌩쑈하는거임. 멋지다는 🐕 등 👞 들은 뭐임??
N,언론 플레이. 지금 우크라이나 가면 거기서 환영할까? 이근 이라는 한국인의 신원조회도 안하고 '그래 가서 싸워라'고 무기를 줄 것 같은가?
N,무기는 어떻게 구할것이며 그냥 🐕죽음일것이고 가도 싸우려 가는건지 아니면 어디서 쳐박혀 잇다 오는건지 알길도 없고 갓다오면 당연 이미지 겁나 떡상해서 영웅 대접받겟지 물론 처벌을 받긴 해도 우크라에 갓다왓다고 영웅대접해주는 애들이 잇을것이고 뭐 속내 훤하지 않나 싸우려 간다 하고 우크라 어디서 짱박혀 잇다 오면 그만이잖아 무슨수로 믿냐
N,또 불법 행위를 하네 멋있게 보일려고 불법을 막 저지르는 저놈 강력 처벌 해리ㅣ
P,욕해서 죄송합니다 진짜 가셨네 와 진짜 가니까 대단하고 다시 봤습니다
P,가려면 조용히 가지...기부한다고 온 동네방네에 자기 자랑하는 격. 전투에는 참여 안하고 대민구호업무 하는듯 한데 그래도 다치지 말고 돌아와 처벌 받으시길.
N,평소 인격 봐서는 가서 얼굴만 비추고 흉내만 내고 올 듯 관심 받고 영웅되고 꿩도 먹고 알도 먹고 너무 속 보인다 진짜 진정어린 용병이라면 조용히 떠나야지 온 동네방네 소문 다 내고 진정성 있다면 열심히 싸우고 조용히 돌아오소
P,"이근 대위 …전문가라고해도 힘든 결정이었을텐데 ..어쨌든 대한을 대표하는 의용군으로 무사귀한 바랍니다. …,러시아는 세계가 위험한 전쟁을 멈춰요…..핵 방사능!!!안돼요 러시아 맨 위에 있는 사람의 욕심으로 일어난 전쟁으로 불쌍하게 서로 지키다가 죽는건 누굴 위한 전쟁인가요."
P,정말 힘든 결정을 내리셨네요. 아무쪼록 상처 없이 건강하게 귀국 하실길 빕니다. 좋은결과도 기대됩니다.
P,근데 가면 무기같은건 지급 받는건가??누굴 까내리려는게 아니고 몰라서 묻는거임.뭐 자기 역량껏 돕는거니 응원은 하겠지만 부디 건강하게 돌아오시길 바랍니다.
P,해군특수전전단(UDT/SEAL) 출신 이근 예비역 대위가 6일 러시아로부터 침공을 당한 우크라이나를 돕기 위해 출국했다는 내용의 글을 SNS에 올렸다. ??? 러시아의 침입을 당한 우크라이나에 큰 도움이 될 것이다.
N,멋있긴 하나 군인 출신이 자국의 이익이나 법령 무시는 딱히 좋아 보이지 않는다. 중국이나 협을 중시하지 한국에선 상식 밖의 범죄행위다.
N,ㅋㅋㅋ 국뽕을 너무 마이 봤나봐... 국적포기하고 가지... 저렇게 가면 어쩌라고... 포로로 잡히면 다행이지... 작전중 민간이 죽이면? 어쩌려고 저러냐 개인적 명분으로 국가를 뒤로하고 저러는건 정신병자 아닌가? 왜 저렇게 가볍게 행동하지... ㅋㅋㅋ 개인이 러시아군인 죽이면 전쟁선포 아닌가... 러시아 명분 감사~~~
P,애초에 우크라이나를 위해서 참전하겠다는데 막는 문재앙 🟥갱이 것들이 문제지! 다른 국가들은 여러 외교적인 문제 이런것들을 고려 안하고 그냥 파병을 허락해 줬겠나?! 반드시 이 공산 괴뢰정부를 처벌해야한다!!!
P,"건투를‥!ㅡ최강ㆍ대한민국 예비역 의 위용을 맘껏펼치고 ‥우크라이나의 승리는‥곧 ,평화를상징하는전 세계인에 열망임을 각인 시켜주기를!그리고, 무사히 귀국 하기를!"
N,전쟁 났는지도 모르는 우크라이나 시골에서 밭일하는 김태희나 꼬시다 올지도 모르겠군. 살벌하게 폭탄터지는 시가전 인증영상 올리기 전에 믿을 수가 없지.
P,3차대전 핵전쟁비화 위험때문에 참전하는 국가가 전세계200여개국중 하나도 없다..국가단위가 참가를 못하면 개인들이라도 스스로 희생해서 침략자 러시아군을 막고 우크라이나의 자유와 독립을 위해서 싸우다 다치거나 죽는 것은 가장 숭고한 인류애적 행동이다...갈생각도 전혀없고 그저 국가가 막으니 가면 안된다고 생각하는 사람들이 비겁한거지 진정으로 인류의 자유와 평화를 바란다면 전세계인 모두가 참전해서 우크라이나를 지켜주는 것이 정의요 진실이다..그런점에서 이근은 영웅으로 불려도 부족함이 없다........
N,"소신이고 뭐고 생각없이 간거 맞다. 나토 회원국들도 의용군 안보내주는데 저게 될거라 생각함? 만약 진짜로 가면 100퍼 러시아랑 외교분쟁이 된다. 러시아랑 북괴간의 동맹조약인 조소동맹 파기시켰는데 부활할수도있고, 러시아가 괜히 우리에게 시비걸수있다. 국방만큼 중요한게 외교인데 쟨 모른다."
N,러시아 군인들 죽이러 간 거 잖아..전쟁에 끼어들지 말지..
P,이근은 여행목적이 아니기 때문에 처벌을 할 수 없다. 무자비 무도한 공산 빨개이와 싸우러 가는 것이고 대한민국이 공산 빨개이에게 침략 당했을 때 전세계에 도움을 요청한 역사적 사실이 있으므로 만약 이근을 처벌한하면 한국은 천하에 둘도 없는 배신자 나라가 된다. 이미 미국한테는 부끄러운 나라 수치스럽다는 말까지 들었다. 비겁한 나라 이미지 만들지 말라.
N,꼭 그렇게 법을 어기면서 까지 도와줄 필요가 있나요? 도울 수 있는 다른 방법들도 많습니다.. 무슨 장난도 아니고 하지말란 짓 해서 문제 생길까 걱정이네요
P,전사 해도 나라에 책임 묻는것도 아닌데 ㅡ귀국해서 처벌이라니!! 소신에 박수를 보냅니다. 남들은 허세에 지가 뭐라도 되는줄 ㅡ무모하다고 비난할지 몰라도 신념이 이렇게 무섭습니다..
P,멋지네요 정말 진짜 사나이 맞네
N,저 사진을 누가 찍었을까요? 지금까지의 그의 소행으로 볼때 연출된 이미지를 만드는 것 같네요.
P,처벌같은 개소리하고 있죠 그래서 시리아 내전 참전한 사람은 처벌로 여권압수로 끝났냐? 거의 협박수준이네? 정부하는 짓걸이 보면 욕을 안할래야 안할 수가 없다. 1년징역에 1천만원 벌금 협박으로도 못막았네?
N,나라가 하지 말라는건 안해야지..해서 문제 생기면 그 땐 나라에 목숨을 구걸할건가? 해군 출신이면 본인만의 능력 아니라 나라가 만들어준 자리고 힘인데 마치 그게 본인의 천부적인 재능인것처럼 국가의 룰을 어기고 자기 멋대로 출국하며 정의를 실현하는 것처럼 이야기하는 것이 저는 조금 이해가 안가네요…. 왜 샘물 교회 생각나죠.. 자기들만의 정의감에 사로잡혀 결국 나라에 민폐가 되는 부류들.. 부디 몸 건강히 돌아오시길..
P,707 출신 나는솔로영철 출신 승용이도 데리고 가지~민주주의를 위해 잘 싸우고 돌아오길🙏
P,정권 바뀌어서 들어오면.. 별 문제 없을것 같네요^^ 이근 화이팅~~~
P,그래 기왕 간거 나라 망신 시키지 말고우크라에 꼭 도움이 되길 바란다
P,저런 사람이 있어 만약 전쟁나도 국민 단결에 엄청 도움 되겠다.멋진 진짜 사나이네
P,"이근 대위를 지지합니다. 북한 살인마 김정은이 정권을 반대합니다.중국 위구루 여성들 강제 성폭행과, 아우슈비츠 강제노동소 운영하는 중국 시진핑이 반대합니다. 자유 민주주의를 위협하는 종북 좌파 세력을 반대합니다. 소설 남부군을 보면, 좌빨 빨지산 세력이 지리산일대에서 400만의 양민을 학살,한 사실이 적나라하게 나와 있습니다."
N,아마 폴란드 루마니아 쪽에서 너튜브 컨텐츠 분량 다 뽑고... 그냥 사격장 가서 총쏘는거 같이 편집 한 다음에 동유럽 맛집 탐방 할듯... 스파씌봐~~~~
P,참 역시 별의별 사람 다 있다. 의용군 답게 싸우고 죽지 말고 돌아 오시요. 평가는 결과가 말할것이요. 법이 있는 나라인데 만약에 포로로 잡혀서 그해주라고 하면안된다. 우크라이나 대통령이 자초한 전쟁이다고 보는 사람이 많다는것을 알고 있는지 가장 잘못하고 있는 악마는 푸틴이지만 우크라이나 대통령도 이전쟁에 책임을 져야된다.
P,"앞집에 도둑이 들어 물건을 훔치고 사람을 해치려 한다. 응당 사람이라면 위기에 처했을때 도와줘야하는게 맞는것 아닌가? 도둑 눈치봐가면서, 내가 피해받을거같으니까 조용히 있자. 이게 맞는거나고 ! 그 앞집이 내가 될수도 있고 당신들이 될수도 있어!"
P,이 와중에 명품 쳐바르고 차자랑밖에 할 줄 아는 게 없는 다른 한남들보단 훨 나아보인다ㅎㅎ밥 사달라고 징징대는 놈들도 많더라ㅎ
P,오 말보다 행동 다시 보게 됐다 몸조심히 다녀와라
N,이게 멋있다고 하는 분들은 좀 다각적으로 생각해보길. 불씨하나가 산불이 나듯 한국 참전으로 오해하고 핵폭탄 떨어질 수도 있는 일임. 전쟁끝나고 외교문제 걸림돌도 되고
P,"이 사람... 거짓말이 여러 번 탄로나서, 이번에도 사진은 이렇게 올리고 실제로는 딴 짓 하는 거 아니길. 만약 진짜로 목숨 걸고 임무수행 하는 거면 대단!"
P,댓글에 까는놈들은 인생 왜 저렇게살까 궁금하다 학교다닐때 싸움 좉도못하면서 구경만하는놈들이 어른된놈들같다
N,어디 숨어서 글 쓰고 있는건 아니고? ㅋㅋㅋ 나가는 거 본 사람이 있어야...
N,애 왜이러노 정신 이상있는듯 ㅋㅋㅋ 뒈지긋네 왜 생객내냐 ㅋㅋㅋㅋ 지가 뭐 슈퍼맨 이니 ㅋㅋㅋㅋ
